game,release_date,price,score,userscore,metascore,owners,playtime,median_playtime,developer,publisher,genre
Barclay: The Marrowdale Murder,2017-03-22,1.99,0.0,0.0,0.0,0,0.0,0.0,Zonitron Productions,Zonitron Productions,Adventure
Guardians of Life VR,2017-09-25,8.99,0.0,0.0,0.0,0,0.0,0.0,Yeronimo Apps,Yeronimo Apps,Adventure
Ramayana,2015-05-25,4.99,0.0,0.0,0.0,0,0.0,0.0,Rakesh Malik,Rakesh Malik,Adventure
To the home,2017-01-17,0.99,0.0,0.0,0.0,0,0.0,0.0,Obidak Software,Obidak Software,Adventure
Shiver: Poltergeist Collector's Edition,2016-10-28,9.99,0.0,0.0,0.0,0,0.0,0.0,Artogon,Big Fish Games,Adventure
Weapon and Armor: Mahjong,2017-09-19,1.99,0.0,0.0,0.0,0,0.0,0.0,Boogygames Studios,Boogygames Studios,Adventure
The Decimation of Olarath,2016-06-20,0.99,1.0,23.0,0.0,0,0.0,0.0,Digital Homicide Studios LLC,Digital Homicide Studios LLC,Adventure
Secrets of Arcadia,2017-10-02,4.99,0.0,0.0,0.0,0,0.0,0.0,Team OctoPoodle,Team OctoPoodle,Adventure
Christmas Stories: Nutcracker Collector's Edition,2016-12-16,9.99,0.0,0.0,0.0,0,0.0,0.0,Elephant Games,Big Fish Games,Adventure
Legends of Time,2016-09-26,4.99,0.0,0.0,0.0,0,0.0,0.0,AstroBear Games,AstroBear Games,Adventure
STICK ENGINE,2017-08-30,4.99,0.0,0.0,0.0,0,0.0,0.0,Triverske,Triverske,Adventure
Bubonic: Outbreak,2016-02-12,4.99,0.0,0.0,0.0,0,0.0,0.0,MouldyMattress,MouldyMattress,Adventure
Deadly Rescue,2017-08-11,9.99,0.0,0.0,0.0,0,0.0,0.0,Wisdom Emprie,Wisdom Emprie,Adventure
The Source of Evil,2017-02-22,5.99,0.0,0.0,0.0,0,0.0,0.0,Sureal,Tenhere Games,Adventure
Chronicles of cyberpunk,2017-12-07,4.49,0.0,0.0,0.0,0,0.0,0.0,Dima Kozyr,Dima Kozyr,Adventure
Cutlass,2017-07-20,19.99,0.0,0.0,0.0,0,0.0,0.0,Demigon,Demigon,Adventure
The Balloonist: Beyond the Clouds.,2017-11-27,4.99,0.0,0.0,0.0,0,0.0,0.0,"Pandamonium Games Design, Main Leaf",Pandamonium Games Design,Adventure
WILOO,2017-08-03,3.99,0.0,0.0,0.0,0,0.0,0.0,lightUP,lightUP,Adventure
Antiquia Lost,2017-07-06,9.99,0.0,0.0,0.0,0,0.0,0.0,Exe Create Inc.,KEMCO,Adventure
Kungfu Beggar,2017-11-23,24.99,0.0,0.0,0.0,0,0.0,0.0,LIU TING,LIU TING,Adventure
Aware,2015-03-18,12.99,0.0,0.0,0.0,0,0.0,0.0,"Guilherme Nunes Barbosa, Lennie Svensson, Morgan Andersson",Limevision Studios,Adventure
Dawn of the killer zombies,2017-07-08,4.99,0.0,0.0,0.0,0,0.0,0.0,Theodor Niklas,Theodor Niklas,Adventure
Warlock's Citadel,2015-10-09,5.99,0.0,0.0,0.0,0,0.0,0.0,"Byte-UP Co., ltd.","Byte-UP Co., ltd.",Adventure
A Shawn Story,2017-10-04,1.99,0.0,0.0,0.0,0,0.0,0.0,RoomsForRockets,Dawooskhe Games,Adventure
Riddles of Fate: Into Oblivion Collector's Edition,2017-06-14,9.99,0.0,0.0,0.0,0,0.0,0.0,Elephant Games,Big Fish Games,Adventure
Turtle Quest,2017-11-06,3.99,0.0,0.0,0.0,0,0.0,0.0,Spike Productions,Spike Productions,Adventure
"Houston, We Have Spinach!",2017-11-24,7.99,0.0,0.0,0.0,0,0.0,0.0,"Acme Nerd Games, LLC","Acme Nerd Games, LLC",Adventure
Landon,2017-10-13,4.99,0.0,0.0,0.0,0,0.0,0.0,Avekvist,Avekvist,Adventure
The Dark Tales of Katarina,2017-05-16,0.59,0.0,0.0,0.0,0,0.0,0.0,GuardianSuperbGameInc,GuardianSuperbGameInc,Adventure
Taking Valhalla VR,2017-10-31,4.99,0.0,0.0,0.0,0,0.0,0.0,A.V.A Gaming,A.V.A Gaming,Adventure
- Wind Horizon,2017-09-03,1.99,0.0,0.0,0.0,0,0.0,0.0,RBIOKuriboh,RBIOKuriboh,Adventure
Dormant World,2017-09-04,2.99,0.0,0.0,0.0,0,0.0,0.0,XENOpz,XENOpz,Adventure
Brinko,2017-09-21,0.99,0.0,0.0,0.0,0,0.0,0.0,Zain ul Hassan,Zain ul Hassan,Adventure
Devils Share,2015-07-31,0.99,2.0,31.0,0.0,0,0.0,0.0,Digital Homicide Studios,Digital Homicide Studios,Adventure
Reed,2016-07-16,2.99,0.0,0.0,0.0,0,0.0,0.0,PXLink,BUG-Studio,Adventure
Oodlescape - The Apocalypse,2017-02-26,6.99,0.0,0.0,0.0,0,0.0,0.0,Oodlescube,Oodlescube,Adventure
Anomie,2017-08-22,9.99,0.0,0.0,0.0,0,0.0,0.0,Cascade of Leaves,Cascade of Leaves,Adventure
Rothschild: The Sheep Will Wake,2015-11-23,9.99,0.0,0.0,0.0,0,0.0,0.0,Loudpak Studios,Loudpak Studios,Adventure
The Nose,2017-09-16,2.99,0.0,0.0,0.0,0,0.0,0.0,Three Percent Games,Three Percent Games,Adventure
Rayon Riddles - Rise of the Goblin King,2016-11-11,11.99,0.0,0.0,0.0,0,0.0,0.0,Lost The Game Studios,bitComposer Interactive GmbH,Adventure
MonsterS in haha Island (),2017-08-19,0.99,0.0,0.0,0.0,0,0.0,0.0,Muggle,Muggle,Adventure
RuinsCity_VR,2016-10-21,8.99,0.0,0.0,0.0,0,0.0,0.0,"Beijing Touch the heart interactive technology co., LTD","Beijing Touch the heart interactive technology co., LTD",Adventure
CANARI,2017-09-28,4.99,0.0,0.0,0.0,0,0.0,0.0,PixelBot Games,PixelBot Games,Adventure
The Automatician,2017-07-23,7.99,0.0,0.0,0.0,0,0.0,0.0,DreamPunks,DreamPunks,Adventure
MicroSpy,2017-07-21,2.99,0.0,0.0,0.0,0,0.0,0.0,Immersion,Immersion,Adventure
Puzzle Blocks,2016-07-22,9.99,0.0,0.0,0.0,0,0.0,0.0,Ayy Caramba Games,Ayy Caramba Games,Adventure
The Overdreamer,2017-07-16,9.99,0.0,0.0,0.0,0,0.0,0.0,Hars,Hars,Adventure
Idolzzz,2017-11-17,0.99,0.0,0.0,0.0,0,0.0,0.0,Russian Pixel Games,Dagestan Technology,Adventure
Grim Facade: Sinister Obsession Collectors Edition,2017-06-02,9.99,0.0,0.0,0.0,0,0.0,0.0,ERS G Studios,Big Fish Games,Adventure
Forgotten Light,2017-10-30,1.99,0.0,0.0,0.0,0,0.0,0.0,Luke Cripps,FellowPlayer,Adventure
xoEl Empire,2017-06-05,5.99,0.0,0.0,0.0,0,0.0,0.0,Greyman Studios,Greyman Studios,Adventure
Illville: Return instructions,2017-11-09,13.99,0.0,0.0,0.0,0,0.0,0.0,Tusha Works,Tusha Works,Adventure
Snowflake's Chance,2017-03-16,6.99,0.0,0.0,0.0,0,0.0,0.0,CarlMorganArt,CarlMorganArt,Adventure
Web of Deceit: Black Widow Collector's Edition,2017-03-13,9.99,0.0,0.0,0.0,0,0.0,0.0,Blam! Games,Big Fish Games,Adventure
The Trace,2017-10-18,9.99,0.0,0.0,0.0,0,0.0,0.0,shenzhen YuHui Technologyco.LTD,shenzhen YuHui Technologyco.LTD,Adventure
The Hospital: Allison's Diary,2017-11-09,5.99,0.0,0.0,0.0,0,0.0,0.0,KR Games,Star Consult S.r.L.,Adventure
Ludoria,2017-03-03,19.99,0.0,0.0,0.0,0,0.0,0.0,Eminent Softworks,Eminent Softworks,Adventure
Cursery: The Crooked Man and the Crooked Cat Collector's Edition,2017-04-12,9.99,0.0,0.0,0.0,0,0.0,0.0,Blue Tea Games,Big Fish Games,Adventure
Super Trashforce,2017-11-22,3.99,0.0,0.0,0.0,0,0.0,0.0,Crystal Box Team,Dagestan Technology,Adventure
Wild RTS,2017-12-05,1.49,0.0,0.0,0.0,0,0.0,0.0,MyDreamForever,Atriagames,Adventure
Cruentis The Murderer vol.1,2017-09-20,11.99,0.0,0.0,0.0,0,0.0,0.0,Anunnaki s.r.l.,Anunnaki s.r.l.,Adventure
Of Light and Darkness,2017-02-22,9.99,0.0,0.0,0.0,0,0.0,0.0,Tribal Dreams,Interplay Entertainment Corp.,Adventure
PIXEL ZUMBI,2017-10-03,5.99,0.0,0.0,0.0,0,0.0,0.0,Amilton Neves,Mamilos Club Studios,Adventure
Masquerade: The Baubles of Doom,2016-04-20,14.99,0.0,0.0,0.0,0,0.0,0.0,Big Ant Studios,Big Ant Studios,Adventure
TERRAGEARTH,2017-10-02,7.99,0.0,0.0,0.0,0,0.0,0.0,Denis Isakov,Denis Isakov,Adventure
A God-Like Backhand!,2017-02-16,0.99,0.0,0.0,0.0,0,0.0,0.0,Q-Ball Games LLC,Q-Ball Games LLC,Adventure
Warpin: Creation (VR),2016-11-02,9.99,0.0,0.0,0.0,0,0.0,0.0,Matthew Finitz,"Matthew Finitz, Rebel Phoenix Games",Adventure
Disney Infinity 3.0: Play Without Limits,2015-10-29,0.0,3.0,35.0,0.0,0,0.0,0.0,Avalanche,Disney Interactive,Adventure
Damned Hours,2017-10-02,4.99,0.0,0.0,0.0,0,0.0,0.0,"Delusion Arts Entertainment, LLC","Delusion Arts Entertainment, LLC",Adventure
Battle Knights,2016-08-31,2.99,0.0,0.0,0.0,0,0.0,0.0,Mire Studios,Mire Studios,Adventure
Erwin's Timewarp,2015-09-21,9.99,0.0,0.0,0.0,0,0.0,0.0,Jayanam,Jayanam,Adventure
Vulture Island,2016-10-31,4.99,0.0,0.0,0.0,0,0.0,0.0,Donut Games,Donut Games,Adventure
Phantasmat: Crucible Peak Collector's Edition,2016-10-19,9.99,0.0,0.0,0.0,0,0.0,0.0,ERS G Studios,Big Fish Games,Adventure
Northern Tale 3,2017-12-01,4.99,0.0,0.0,0.0,0,0.0,0.0,Realore,Qumaron,Adventure
Mystery Stone from Heaven,2017-11-17,6.99,0.0,0.0,0.0,0,0.0,0.0,Simple Culture and Creativity LLC,"Shuidonggou Travel Development co.LTD, Simple Culture and Creativity LLC",Adventure
Celestial Creator,2017-07-17,2.99,0.0,0.0,0.0,0,0.0,0.0,Angel T,Angel T,Adventure
Grey Zone,2017-10-15,0.99,0.0,0.0,0.0,0,0.0,0.0,A.Lepunov,A.Lepunov,Adventure
LIBERTY VR,2017-07-03,7.99,0.0,0.0,0.0,0,0.0,0.0,JUMP OR FALL,JUMP OR FALL,Adventure
EZRA: The Stranger,2017-02-04,9.99,0.0,0.0,0.0,0,0.0,0.0,Foremost Games,Foremost Games,Adventure
Escape!VR -Above the Clouds-,2017-11-13,11.99,0.0,0.0,0.0,0,0.0,0.0,Sourcenity GmbH,Sourcenity GmbH,Adventure
Wills and Wonders,2016-08-22,9.99,0.0,0.0,0.0,0,0.0,0.0,On The Wall Entertainment,On The Wall Entertainment,Adventure
Etaria | Survival Adventure,2016-02-04,0.99,13.0,56.0,0.0,0,0.0,0.0,BUG-Studio,BUG-Studio,Adventure
Trapped Summoner,2017-06-09,1.99,0.0,0.0,0.0,0,0.0,0.0,Trapped Team,Trapped Team,Adventure
Trajectory,2017-03-10,9.99,0.0,0.0,0.0,0,0.0,0.0,Sky Trail Ltd,Sky Trail Ltd,Adventure
Zombitatos: Ultimate Game Of The Year Edition,2017-08-29,1.99,0.0,0.0,0.0,0,0.0,0.0,Bmc Studio,Bmc Studio,Adventure
Drosoph Hotel,2017-10-23,15.99,0.0,0.0,0.0,0,0.0,0.0,Mythic Chest,Mythic Chest,Adventure
Lost Home,2017-12-01,7.99,0.0,0.0,0.0,0,0.0,0.0,Lunar Collapse,Lunar Collapse,Adventure
The Legend of Slime,2017-10-13,2.99,0.0,0.0,0.0,0,0.0,0.0,XiaoLongBao Games,XiaoLongBao Games,Adventure
The Adventures of Alvis,2017-04-03,0.99,0.0,0.0,0.0,0,0.0,0.0,Sunshine Games,Sunshine Games,Adventure
Relativity,2016-08-24,1.99,0.0,0.0,0.0,0,0.0,0.0,TomCGames,TomCGames,Adventure
VR Escape The Puzzle Room,2017-09-20,2.99,0.0,0.0,0.0,0,0.0,0.0,TiStar Game,TiStar Game,Adventure
Sable Maze: Sullivan River Collector's Edition,2017-01-20,9.99,0.0,0.0,0.0,0,0.0,0.0,Daily Magic Productions,Big Fish Games,Adventure
Rush to Adventure,2017-09-11,9.99,0.0,0.0,0.0,0,0.0,0.0,Digital Awakening,Digital Awakening,Adventure
Cold Dreams,2015-10-19,2.99,0.0,0.0,0.0,0,0.0,0.0,mm5,Winter Bloom,Adventure
Super Grav,2016-11-07,9.99,0.0,0.0,0.0,0,0.0,0.0,DemonStudios,DemonStudios,Adventure
Gil's Lucid Dreams,2017-10-17,4.99,0.0,0.0,0.0,0,0.0,0.0,Christian Piano,Oblion Studio,Adventure
The Frontier,2016-10-24,9.99,0.0,0.0,0.0,0,0.0,0.0,Nikku Nomura,Nikku Nomura,Adventure
The Flying Turtle Jewel Quest,2017-08-25,3.99,0.0,0.0,0.0,0,0.0,0.0,Boogygames Studios,Boogygames Studios,Adventure
Law Mower,2017-08-10,9.99,0.0,0.0,0.0,0,0.0,0.0,Scoria Studios,Scoria Studios,Adventure
Dr. Dungeon's MADMAN!,2017-07-27,14.99,0.0,0.0,0.0,0,0.0,0.0,Robert J. Deutsch,Robert J. Deutsch,Adventure
Cyberoque,2017-09-27,4.99,0.0,0.0,0.0,0,0.0,0.0,Dnovel,Dnovel,Adventure
Always Higher,2016-07-21,0.99,0.0,0.0,0.0,0,0.0,0.0,AntiAnti,AntiAnti,Adventure
Adelantado Trilogy. Book Three,2017-12-07,4.99,0.0,0.0,0.0,0,0.0,0.0,Realore,Qumaron,Adventure
Dark Parables: Queen of Sands Collector's Edition,2017-07-28,12.99,0.0,0.0,0.0,0,0.0,0.0,Eipix Entertainment,Big Fish Games,Adventure
Sea Battle VR,2017-11-24,5.99,0.0,0.0,0.0,0,0.0,0.0,视趣互动（天津）科技有限公司,视趣互动（天津）科技有限公司,Adventure
Cypress Inheritance: The Beginning,2014-03-10,59.99,0.0,0.0,0.0,0,0.0,0.0,"Cypress Inheritance, LLC","Cypress Inheritance, LLC",Adventure
Robbie Swifthand and the Orb of Mysteries,2017-12-05,7.79,0.0,0.0,0.0,0,0.0,0.0,Pixel Reign,Pixel Reign,Adventure
Purple Hills,2017-01-28,0.99,0.0,0.0,0.0,0,0.0,0.0,Obidak Software,Obidak Software,Adventure
Prehistorik,2017-11-17,9.99,0.0,0.0,0.0,0,0.0,0.0,Titus Interactive,Interplay Entertainment Corp.,Adventure
The Glade,2017-05-29,1.99,0.0,0.0,0.0,0,0.0,0.0,Kelly Studios,Kelly Studios,Adventure
Apocalypse Night,2017-10-30,2.99,0.0,0.0,0.0,0,0.0,0.0,Embryo,Embryo,Adventure
Foxfolk,2017-08-08,2.99,0.0,0.0,0.0,0,0.0,0.0,Cool Hand Games,Cool Hand Games,Adventure
The Grimsworth Reports: Woodfall,2017-11-01,9.99,0.0,0.0,0.0,0,0.0,0.0,Jenito,Jenito,Adventure
Planet Defender,2017-03-30,6.99,0.0,0.0,0.0,0,0.0,0.0,Fevolution Innovation Inc.,Fevolution Innovation Inc.,Adventure
Frontiers.io,2017-10-12,0.99,0.0,0.0,0.0,0,0.0,0.0,Boogygames Studios,Boogygames Studios,Adventure
Hotel 19-95,2017-06-19,0.99,0.0,0.0,0.0,0,0.0,0.0,RedSquare Studios,bcInteractive,Adventure
Surface: Reel Life Collector's Edition,2017-02-10,9.99,0.0,0.0,0.0,0,0.0,0.0,Elephant Games,Big Fish Games,Adventure
Spirits of Mystery: The Dark Minotaur Collector's Edition,2017-09-25,12.99,0.0,0.0,0.0,0,0.0,0.0,ERS G Studios,Big Fish Games,Adventure
The Last,2016-08-17,7.99,0.0,0.0,0.0,0,0.0,0.0,Mateusz Kuliś,Mateusz Kuliś,Adventure
YOU ARE KING,2017-09-19,18.99,0.0,0.0,0.0,0,0.0,0.0,GHSSJ,GHSSJ,Adventure
Kyurinaga's Revenge,2016-10-25,7.99,0.0,0.0,0.0,0,0.0,0.0,Recotechnology S.L.,Recotechnology S.L.,Adventure
Mystery Castle,2016-05-06,9.99,0.0,0.0,0.0,0,0.0,0.0,Runestone Games Limited,Runestone Games Limited,Adventure
PROTOThYPE,2017-02-15,0.99,0.0,0.0,0.0,0,0.0,0.0,Monkeys Tales Studio,Monkeys Tales Studio,Adventure
Zombie Commando 3D,2017-08-27,6.99,0.0,0.0,0.0,0,0.0,0.0,YouzuStar,Wegame,Adventure
The Legends of Owlia,2017-01-11,9.99,0.0,0.0,0.0,0,0.0,0.0,Gradual Games,Gradual Games,Adventure
Funtoon's World,2017-08-04,5.99,0.0,0.0,0.0,0,0.0,0.0,Yash Future Tech Solutions Pvt Ltd,Yash Future Tech Solutions Pvt Ltd,Adventure
GrottyScape,2016-10-06,0.99,0.0,0.0,0.0,0,0.0,0.0,BUG-Studio,BUG-Studio,Adventure
the Line,2017-12-07,3.39,0.0,0.0,0.0,0,0.0,0.0,Marginal act,Marginal act,Adventure
Genie,2017-07-31,4.99,0.0,0.0,0.0,0,0.0,0.0,X3 Brothers,X3 Brothers,Adventure
D.F.R.: The Light,2017-11-30,1.99,0.0,0.0,0.0,0,0.0,0.0,Nothing Rhymes With Entertainment,Nothing Rhymes With Entertainment,Adventure
Pine Seekers,2017-08-14,24.99,0.0,0.0,0.0,0,0.0,0.0,Nifty Productions,Nifty Productions,Adventure
Joumee The Hedgehog,2017-11-23,1.99,0.0,0.0,0.0,0,0.0,0.0,Aghayeva and Ko s.r.o.,Aghayeva and Ko s.r.o.,Adventure
Star-Rocket Strike,2017-07-27,2.99,0.0,0.0,0.0,0,0.0,0.0,ChuMoran,ChuMoran,Adventure
Baru and the Spirit Prince,2016-12-29,3.99,0.0,0.0,0.0,0,0.0,0.0,"Tingly, LLC","Tingly, LLC",Adventure
The Silence Outside,2017-11-27,9.99,0.0,0.0,0.0,0,0.0,0.0,New Horizon Productions,New Horizon Productions,Adventure
Tearstone,2017-06-19,5.99,0.0,0.0,0.0,0,0.0,0.0,Dragons Eye Studio,Impossible Mystery Games,Adventure
Odyssey VR - The Deep Space Expedition,2017-11-29,13.99,0.0,0.0,0.0,0,0.0,0.0,Juho Kastemaa,TouchDown Creations,Adventure
The Island of Eternal Struggle,2017-06-06,9.99,0.0,0.0,0.0,0,0.0,0.0,Wimbus Studios,Wimbus Studios,Adventure
Temple Raid VR,2017-10-26,11.99,0.0,0.0,0.0,0,0.0,0.0,"Space Wedgie, LLC","Space Wedgie, LLC",Adventure
"World of DASM, DASM Spell Quest",2017-06-05,9.99,0.0,0.0,0.0,0,0.0,0.0,Shane Hillier,World of DASM,Adventure
Botanica: Into the Unknown Collector's Edition,2017-04-26,0.0,0.0,0.0,0.0,0,0.0,0.0,Boomzap Entertainment,Big Fish Games,Adventure
Power of The Void,2017-10-26,5.99,0.0,0.0,0.0,0,0.0,0.0,SVGames,SVGames,Adventure
Paranormal Psychosis,2016-06-22,0.99,2.0,32.0,0.0,0,0.0,0.0,Digital Homicide Studios LLC,Digital Homicide Studios LLC,Adventure
SojournVR,2017-10-31,19.99,0.0,0.0,0.0,0,0.0,0.0,Vixonix Studios LLC,Vixonix Studios LLC,Adventure
SkyKeepers,2017-03-31,14.99,0.0,0.0,0.0,0,0.0,0.0,Sword Twin Studios Ltd.,Sword Twin Studios Ltd.,Adventure
Bestseller: Curse of the Golden Owl,2017-10-07,9.99,0.0,0.0,0.0,0,0.0,0.0,ECC GAMES SP. Z O.O.,ECC GAMES SP. Z O.O.,Adventure
Dark Realm: Queen of Flames Collector's Edition,2017-02-21,9.99,0.0,0.0,0.0,0,0.0,0.0,Mad Head Games,Big Fish Games,Adventure
Lone Vessel,2017-11-07,3.99,0.0,0.0,0.0,0,0.0,0.0,Cobalt Flow Studios,Cobalt Flow Studios,Adventure
The Old Empire,2017-10-09,14.99,0.0,0.0,0.0,0,0.0,0.0,TerkStudios,,Adventure
Final Cut: Death on the Silver Screen Collector's Edition,2016-08-25,9.99,0.0,0.0,0.0,0,0.0,0.0,Eipix Entertainment,Big Fish Games,Adventure
Silver Grapple,2017-08-25,14.99,0.0,0.0,0.0,0,0.0,0.0,"Jamie Rollo, Tom Campbell",Jamie Rollo,Adventure
Prometheus - The Fire Thief,2015-04-20,4.99,0.0,0.0,0.0,0,0.0,0.0,Magical Hackers,Magical Hackers,Adventure
Ecco: The Tides of Time,2010-10-26,2.99,0.0,0.0,0.0,0,0.0,0.0,SEGA,SEGA,Adventure
Chinomikon,2017-09-01,0.99,0.0,0.0,0.0,0,0.0,0.0,dimosha_92,dimosha_92,Adventure
Draconic Order VR,2016-10-31,17.99,0.0,0.0,0.0,0,0.0,0.0,Seek n Destroy Studios,Seek n Destroy Studios,Adventure
F.E.X (Forced Evolution Experiment),2017-08-24,9.99,0.0,0.0,0.0,0,0.0,0.0,NonFictional Games,NonFictional Games,Adventure
The baron got you again,2017-08-03,2.99,0.0,0.0,0.0,0,0.0,0.0,XXII GROUP,XXII GROUP,Adventure
Haunted Dream House,2017-11-27,4.99,0.0,0.0,0.0,0,0.0,0.0,Must Imagine Entertainment,Must Imagine Entertainment,Adventure
Rock-N-Rogue: A Boo Bunny Plague Adventure,2017-01-19,3.99,0.0,0.0,0.0,0,0.0,0.0,On the Level Game Studios,On the Level Game Studios,Adventure
Pilli Adventure,2017-12-06,4.99,0.0,0.0,0.0,0,0.0,0.0,Tavo,Calaca studios,Adventure
Skynet Rising : Portal to the Past,2016-10-14,14.99,0.0,0.0,0.0,0,0.0,0.0,Imran Arafat,GameIndica Entertainment,Adventure
Sniper Hunter Adventure 3D,2017-10-13,1.99,0.0,0.0,0.0,0,0.0,0.0,Myarcadegames Studios,Myarcadegames Studios,Adventure
Mystery Tales: The Twilight World Collector's Edition,2017-11-15,12.99,0.0,0.0,0.0,0,0.0,0.0,Domini Games,Big Fish Games,Adventure
Dark Mystery,2017-08-14,7.99,0.0,0.0,0.0,0,0.0,0.0,Yash Future Tech Solutions Pvt Ltd,Yash Future Tech Solutions Pvt Ltd,Adventure
New World: The Tupis,2017-11-30,9.99,0.0,0.0,0.0,0,0.0,0.0,Novo Mundo,Novo Mundo,Adventure
Rite of Passage: Child of the Forest Collector's Edition,2017-06-05,9.99,0.0,0.0,0.0,0,0.0,0.0,Mad Head Games,Big Fish Games,Adventure
Dead Reckoning: Brassfield Manor Collector's Edition,2017-09-13,12.99,0.0,0.0,0.0,0,0.0,0.0,Eipix Entertainment,Big Fish Games,Adventure
,2017-05-25,5.99,0.0,0.0,0.0,0,0.0,0.0,重庆焱玩网络科技有限公司,重庆焱玩网络科技有限公司,Adventure
Dungeon Of Doom Puzzle,2016-10-28,1.99,0.0,0.0,0.0,0,0.0,0.0,Codespace,Codespace,Adventure
Rise of Balloons,2017-05-18,4.99,0.0,0.0,0.0,0,0.0,0.0,Mirum Studio,Plug In Digital,Adventure
Redemption Cemetery: The Island of the Lost Collector's Edition,2017-05-22,9.99,0.0,0.0,0.0,0,0.0,0.0,ERS G Studios,Big Fish Games,Adventure
Break Into Zatwor,2015-08-21,0.0,8.0,48.0,0.0,0,0.0,0.0,Zonitron Productions,Zonitron Productions,Adventure
TAURONOS,2017-08-04,4.99,0.0,0.0,0.0,0,0.0,0.0,"conradproteus, cavalie_ro, S.C. 16 BIT NIGHTS S.R.L.",S.C. 16 BIT NIGHTS S.R.L.,Adventure
Maze Trials,2017-10-09,4.99,0.0,0.0,0.0,0,0.0,0.0,JB,JB,Adventure
Captain Firebeard and the Bay of Crows,2017-10-04,5.99,0.0,0.0,0.0,0,0.0,0.0,Sapphire Dragon Productions,Sapphire Dragon Productions,Adventure
Redemption Cemetery: Bitter Frost Collector's Edition,2016-10-26,9.99,0.0,0.0,0.0,0,0.0,0.0,ERS G Studios,Big Fish Games,Adventure
Labyrinths of the World: Forbidden Muse Collector's Edition,2017-09-29,12.99,0.0,0.0,0.0,0,0.0,0.0,Domini Games,Big Fish Games,Adventure
Faceless,,0.0,0.0,0.0,0.0,0,0.0,0.0,Watchmaker,Adam Sklar,Adventure
Mahjong Match,2017-09-19,2.99,0.0,0.0,0.0,0,0.0,0.0,Boogygames Studios,Boogygames Studios,Adventure
Secret of the Pendulum,2016-04-07,7.99,0.0,0.0,0.0,0,0.0,0.0,GamesCafe,GamesCafe,Adventure
Zeran's Folly,2017-10-05,9.99,0.0,0.0,0.0,0,0.0,0.0,Myroid-Type Comics,Myroid-Type Comics,Adventure
LeftWay,2017-11-03,12.99,0.0,0.0,0.0,0,0.0,0.0,Tongsun,Tongsun,Adventure
Dark Parables: Requiem for the Forgotten Shadow Collector's Edition,2017-02-23,9.99,0.0,0.0,0.0,0,0.0,0.0,Eipix Entertainment,Big Fish Games,Adventure
Dungeoneer,2017-12-11,9.99,0.0,0.0,0.0,0,0.0,0.0,Paul Boland,Paul Boland,Adventure
Memories of Home,2017-07-31,6.99,0.0,0.0,0.0,0,0.0,0.0,"DIF Studios, Alex Winter",DIF Studios,Adventure
Winged Knights: Penetration,2016-05-27,0.99,0.0,0.0,0.0,0,0.0,0.0,Digital Homicide Studios LLC,Digital Homicide Studios LLC,Adventure
Dungeons & Treasure VR,2017-11-30,19.99,0.0,0.0,0.0,0,0.0,0.0,SDC Ventures,SDC Ventures,Adventure
Royal Detective: Queen of Shadows Collector's Edition,2017-06-09,9.99,0.0,0.0,0.0,0,0.0,0.0,Elephant Games,Big Fish Games,Adventure
Phineas and Ferb: New Inventions,2015-02-24,19.99,0.0,0.0,0.0,0,0.0,0.0,PIPE Studio,Disney Interactive,Adventure
Adventure Golf VR,2017-11-07,9.99,0.0,0.0,0.0,0,0.0,0.0,Skydome Studios,Skydome Studios,Adventure
Secret Doctrine,2017-06-02,49.99,0.0,0.0,0.0,0,0.0,0.0,Lama14Kulan,Elena Schukina,Adventure
Dreadnought Sol,2017-11-02,3.99,0.0,0.0,0.0,0,0.0,0.0,The Sherrinford,The Sherrinford,Adventure
Grimsfield,2016-05-12,3.99,0.0,0.0,0.0,0,0.0,0.0,Adam Wells,Adam Wells,Adventure
A Large Quantity Of Mushrooms,2017-03-23,9.99,0.0,0.0,0.0,0,0.0,0.0,Raw Lion Workshop,Raw Lion Workshop,Adventure
Bubble Rush,2017-09-30,7.99,0.0,0.0,0.0,0,0.0,0.0,Bernard Bell,Bernard Bell,Adventure
Torch Cave,2016-07-15,3.99,6.0,45.0,0.0,0,0.0,0.0,Zonitron Productions,Zonitron Productions,Adventure
Absent Mind,2017-02-24,0.99,0.0,0.0,0.0,0,0.0,0.0,Dylan Latham,Dylan Latham,Adventure
Labyrinths of the World: Shattered Soul Collector's Edition,2017-01-27,9.99,0.0,0.0,0.0,0,0.0,0.0,Domini Games,Big Fish Games,Adventure
Gnarltoof's Revenge,2016-06-17,0.99,0.0,0.0,0.0,0,0.0,0.0,Digital Homicide Studios,Digital Homicide Studios,Adventure
PLAYERUNKNOWN'S BATTLEGROUNDS,2017-03-23,29.99,15.0,59.0,0.0,25460586,145.966666667,89.7833333333,PUBG Corporation,PUBG Corporation,Early Access
Paladins,2016-09-15,0.0,58.0,85.0,0.0,15693568,22.4166666667,4.1,Hi-Rez Studios,Hi-Rez Studios,Early Access
H1Z1,2016-02-17,19.99,19.0,63.0,0.0,7931843,85.6833333333,17.8,Daybreak Game Company,Daybreak Game Company,Early Access
Rust,2013-12-11,19.99,46.0,80.0,0.0,6316414,118.9,24.5,Facepunch Studios,Facepunch Studios,Early Access
Black Squad,2017-07-28,0.0,31.0,72.0,0.0,4258182,7.85,1.06666666667,NS STUDIO,NEOWIZ,Early Access
